[[11.80201081 15.01255234]
 [11.80201081 10.12257695]
 [11.80201081 14.48474263]
 [11.80201081 12.0532684 ]
 [11.80201081  9.46032409]
 [11.80201081 16.70581129]
 [11.80201081 11.3321526 ]
 [11.80201081 14.38600155]
 [11.80201081 12.37828971]
 [11.80201081 10.53132527]
 [11.80201081  9.83209082]
 [11.80201081  9.66695021]
 [11.80201081 14.92195808]
 [11.80201081 12.95097052]
 [11.80201081 14.33124643]
 [11.80201081 10.73033373]
 [11.80201081 11.86822118]
 [11.80201081 13.12112   ]
 [11.80201081  8.13210559]
 [11.80201081 14.05054606]]
