,cell_0_0,cell_1_0,cell_2_0,cell_3_0,cell_4_0,cell_5_0,cell_6_0,cell_7_0,cell_8_0,cell_9_0,cell_0_1,cell_1_1,cell_2_1,cell_3_1,cell_4_1,cell_5_1,cell_6_1,cell_7_1,cell_8_1,cell_9_1,cell_0_2,cell_1_2,cell_2_2,cell_3_2,cell_4_2,cell_5_2,cell_6_2,cell_7_2,cell_8_2,cell_9_2,cell_0_3,cell_1_3,cell_2_3,cell_3_3,cell_4_3,cell_5_3,cell_6_3,cell_7_3,cell_8_3,cell_9_3,cell_0_4,cell_1_4,cell_2_4,cell_3_4,cell_4_4,cell_5_4,cell_6_4,cell_7_4,cell_8_4,cell_9_4,cell_0_5,cell_1_5,cell_2_5,cell_3_5,cell_4_5,cell_5_5,cell_6_5,cell_7_5,cell_8_5,cell_9_5
gene_0,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,35.756826639175415,28.506206035614014,51.00992965698242,50.00992965698242,41.50868844985962,29.00496482849121,26.00496482849121,35.25806784629822,34.756826639175415,32.756826639175415,42.007447242736816,29.00496482849121,43.50868844985962,43.75930905342102,28.255585432052612,41.25806784629822,33.007447242736816,37.756826639175415,32.00496482849121,34.756826639175415,36.25558543205261,19.75434422492981,47.75930905342102,56.26055026054382,30.255585432052612,46.00992965698242,20.253103017807007,24.75434422492981,52.26055026054382,36.756826639175415,26.503723621368408,17.002482414245605,48.00992965698242,50.75930905342102,32.25558543205261,47.26055026054382,31.255585432052612,32.506206035614014,48.75930905342102,34.756826639175415,37.007447242736816,29.255585432052612,40.25806784629822,61.511170864105225,24.75434422492981,34.007447242736816,34.756826639175415,32.506206035614014,52.26055026054382,35.506206035614014
