,cell_0_29,cell_1_29,cell_2_29,cell_3_29,cell_4_29,cell_5_29,cell_6_29,cell_7_29,cell_8_29,cell_9_29,cell_10_29,cell_11_29,cell_12_29,cell_13_29,cell_14_29,cell_15_29,cell_16_29,cell_17_29,cell_18_29,cell_19_29
gene_0,0.5424935922688001,0.6609620986971809,0.264165106769713,0.8811618516460045,1.1480441443699931,0.502411341638952,1.3213753355163282,1.000993594015579,0.31643211981991315,0.8325789638094926,0.3982742004781108,1.1261411679745073,1.164189842584499,0.5145180353461141,0.3679624479486211,0.8924522183479751,1.8790124462455748,0.32386509742389163,0.8985823876664029,0.04414189138144317
gene_1,0.3116831645110154,1.1281281073725926,0.025204477278460757,0.7265349792599614,0.7945436386301371,0.6262599844242274,0.6892048386922687,0.382619551402109,0.9383191085316511,1.6780692160631634,0.38449900410065385,0.04537900091362851,0.13881130118145318,0.7804347281385707,0.5386628000802443,0.27257142448907956,0.210340368793427,0.4433191084658472,0.32327532103009854,0.2659387132747789
