,cell_0_27,cell_1_27,cell_2_27,cell_3_27,cell_4_27,cell_5_27,cell_6_27,cell_7_27,cell_8_27,cell_9_27,cell_10_27,cell_11_27,cell_12_27,cell_13_27,cell_14_27,cell_15_27,cell_16_27,cell_17_27,cell_18_27,cell_19_27
gene_0,0.10178372581336602,0.8353437378762316,0.5755484198313365,0.35863917917040494,1.0212254350067362,0.7718202345859007,1.1241184387825691,0.1209164645769058,1.3601530727115072,1.2219670647479657,0.7765703764511152,0.5185237928254964,2.1650647021510006,0.8753407636581009,0.5175554878507429,1.2389851139821035,0.6282754332949145,0.8789453729270014,0.977334678419393,1.454644347551476
gene_1,0.3466959690515144,0.7070034353274808,0.8356843238676614,0.3136793705029603,1.8708553969488255,0.5083913123135195,0.6567283422562241,0.3748802966708811,0.48301599138928913,0.9323399637923959,0.5660986186468426,0.30280429191611624,0.38397907139676524,1.0509529790414769,1.4327816679740508,0.12129653142787827,0.2759634968755507,0.25440537616770276,0.7949357685303966,0.5156253677311307
