,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9
gene_0,0.8447999097894658,0.6579043085094692,0.9029114660966244,0.6120067317934377,0.8020062994701913,0.8362581148962167,0.28980629058207663,0.13138916270290796,1.075758786952328,0.6861020606709165
gene_1,0.43419275729409196,0.998120971615678,0.42726863090145595,0.5113634707857146,0.18423941929807164,0.11663198667957808,0.09549600711630657,0.478746090871519,0.5599202539383096,0.24343229418368928
