,cell_0_1,cell_1_1,cell_2_1,cell_3_1,cell_4_1,cell_5_1,cell_6_1,cell_7_1,cell_8_1,cell_9_1,cell_10_1,cell_11_1,cell_12_1,cell_13_1,cell_14_1,cell_15_1,cell_16_1,cell_17_1,cell_18_1,cell_19_1
gene_0,0.04663283994853171,4.69733994783637,2.6746441083940042,2.160425076693623,2.4816140288661908,2.660664551435512,4.250294328589164,0.14990621196772358,0.604112831940317,2.2707891430856244,1.6718428606180038,1.8253891393425157,3.0193192625194483,0.47022890896666913,0.48373813964798873,3.1954950961039037,2.7086721117972843,2.6468631635134887,2.0187075367851604,0.867190660129385
gene_1,4.981625090794157,5.589251663846942,5.566283089747988,3.046474611588033,1.486760157201964,2.113203921161354,3.3653360859799735,0.23054302783173852,4.238990134591716,4.266429623775109,4.820115868725072,1.828901054506847,3.4102535825457294,2.752521685970681,2.2234197490701435,3.5945291187235253,3.0548394612444016,1.690737490932594,0.44497066500746285,1.5491800344680977
