,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,1.3541379182698021,0.7050527976503207,0.3722436817255279,0.3430318112403695,0.3573467605677793,0.898301642105976,2.037687680361882,0.8449472392475577,0.6541833877762011,0.46424021235873475,0.491185547368601,0.18549647659267324,0.8964786762551918,0.06667414336741566,0.7116506121101016,0.3741069668255106,0.09393531590731308,0.16669063022438418,0.49892965944803364,0.25167569220167885
gene_1,0.24223404358668613,0.5938062478240271,0.5329701126751654,1.4017707112328508,0.5362236077952207,0.636902864988409,0.1099463452745969,0.3697621334631063,1.0238837758832038,1.2292148560892022,0.4960557823139833,0.5214920119416097,0.4596133554783281,1.268705180213825,0.6395846707635366,0.6864534854621913,1.2267120920851042,0.743957655378922,0.21279400516739116,0.13386658778343227
