,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,0.5523419262237259,0.4988151434536466,0.4613490175531825,0.18013716874114438,0.47116217239991065,1.3099746126348124,0.5693334548391142,0.7572526236404326,2.170482222091911,0.7812759252346636,0.44203338593405417,0.5904890022544544,2.5479831894588685,0.23376964062146352,1.4022022562637826,0.9149393000902961,0.3939769676766719,0.17460522404760676,0.6322450511302071,0.3438103992970305
gene_1,1.1853670133753067,0.6082665624568816,0.7631430664614942,1.9721990193355476,2.0150018518432438,0.9061021262995216,0.5937925065310272,0.050322625678570376,0.7465899183012871,0.8164376412168756,0.7898015705622234,0.4004885196500876,1.0589756484397528,1.4987669334555411,0.8117577043329525,1.0415199205278234,0.3968839569683401,0.12697198487574873,0.5097148051966724,0.4719181072068902
