,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9
gene_0,0.287362390041696,1.3271603429254228,0.7871243377123658,0.08370395539678199,1.133345191538326,0.4534280369660682,0.9660855821162639,0.3326922013387955,0.6482724912201855,1.4309459242174523
gene_1,0.9818479170278156,0.4004337634176756,0.434757960735004,0.4316123317272321,0.7608509397468882,0.040855300947009884,0.2185770329144136,0.23836149889950609,0.38509912705655674,0.8771684466610624
