,cell_0_0,cell_1_0,cell_2_0,cell_3_0,cell_4_0,cell_5_0,cell_6_0,cell_7_0,cell_8_0,cell_9_0,cell_10_0,cell_11_0,cell_12_0,cell_13_0,cell_14_0,cell_15_0,cell_16_0,cell_17_0,cell_18_0,cell_19_0,cell_0_1,cell_1_1,cell_2_1,cell_3_1,cell_4_1,cell_5_1,cell_6_1,cell_7_1,cell_8_1,cell_9_1,cell_10_1,cell_11_1,cell_12_1,cell_13_1,cell_14_1,cell_15_1,cell_16_1,cell_17_1,cell_18_1,cell_19_1
gene_0,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,85.57698047161102,117.13269072771072,83.9699832201004,86.23655706644058,41.991253435611725,139.3379386663437,69.32541501522064,131.77974367141724,44.991253435611725,36.69963228702545,46.10138159990311,29.236557066440582,124.82228410243988,46.386740922927856,111.26408910751343,108.22781050205231,97.03130912780762,112.01252365112305,228.5807575583458,86.35294705629349,107.5557102560997
gene_1,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,43.24445083737373,111.72000986337662,109.40892797708511,112.88444590568542,48.12444919347763,143.7333525121212,20.0,230.10225254297256,94.84890660643578,36.6577852666378,136.56002137064934,45.364452481269836,40.831116408109665,38.0,72.36000493168831,18.36000493168831,112.74669516086578,17.120001643896103,44.29778033494949,40.30667543411255,27.14223939180374
