,cell_0_3,cell_1_3,cell_2_3,cell_3_3,cell_4_3,cell_5_3,cell_6_3,cell_7_3,cell_8_3,cell_9_3
gene_0,9.68357742115247,7.452151524285838,15.123278000361346,17.437638125700857,9.325177399247288,16.805551488762067,5.9120154596550485,7.330178121288698,17.230053368871168,11.990715027173488
