,cell_0_3,cell_1_3,cell_2_3,cell_3_3,cell_4_3,cell_5_3,cell_6_3,cell_7_3,cell_8_3,cell_9_3
gene_0,16.851029509211127,4.181935294168921,14.574949276072418,18.421972846169396,10.280434228915901,10.445266739648272,9.876801494079707,9.239510300019818,14.530845872579548,12.826308565880366
