,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,11.288980469387553,11.027172079848459,14.171097084829134,11.381091824241501,9.190120463832631,10.727353844300545,13.720348931344509,11.060311840387364,9.975233732029805,12.076650379966908,14.156893737991123,12.482821333377961,12.1747322197705,10.629581353777276,12.58530208684289,13.147065333001079,12.85825879043694,11.3515062767373,12.063155926796878,14.902298157835181
