,cell_0_1,cell_1_1,cell_2_1,cell_3_1,cell_4_1,cell_5_1,cell_6_1,cell_7_1,cell_8_1,cell_9_1
gene_0,11.692703563776854,10.067592157589411,16.68852536512513,16.180709248062225,14.342515541192615,8.425229819620176,8.913745559614899,13.521787657968146,11.23478991654163,11.018874060918852
