,cell_0_1,cell_1_1,cell_2_1,cell_3_1,cell_4_1,cell_5_1,cell_6_1,cell_7_1,cell_8_1,cell_9_1
gene_0,11.202470591242069,6.3648375639025385,15.251082246312894,14.910199485239852,10.252811618845875,11.600164969910598,8.894076443617102,6.258062516033998,10.93052857564505,8.599562266365906
