,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,18.819916649917033,11.652862077268583,14.344127220625513,8.755260013252096,10.816865874500344,12.61619319684161,12.413311694648748,12.474889256371794,9.753209727346153,8.434171695790827,15.788702897053302,10.915549921391634,10.776090161060687,11.38282238024875,16.782428982636677,9.539069990744766,8.579496502763657,9.001465972543437,9.639852499301528,12.74260579430197
