,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,17.031464823851245,13.688550115236373,16.34571512808083,10.040300510856662,13.426891160102537,13.139135606178607,16.400843287861974,13.978832704847527,10.875275791844071,9.138541643534875,7.847692143905328,10.856246609861037,10.719499874401633,7.568846979465344,9.64871132175324,11.204405221155527,11.497527377224754,15.856448816014197,18.43852826084428,12.835007636627028
