,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,12.469472856690038,9.117545726641188,13.64007809790327,11.374826126179208,14.408599874935987,14.098585127984206,17.109268999428608,8.915710336206619,8.937924320294574,9.324347735551306,10.174469894692473,13.873336677547021,12.606455078693914,12.93041048310731,8.503927356468688,11.44138296678884,11.150451218278178,12.572484114998051,12.831262402997114,12.449990429741264
