,cell_0_25,cell_1_25,cell_2_25,cell_3_25,cell_4_25,cell_5_25,cell_6_25,cell_7_25,cell_8_25,cell_9_25,cell_10_25,cell_11_25,cell_12_25,cell_13_25,cell_14_25,cell_15_25,cell_16_25,cell_17_25,cell_18_25,cell_19_25
gene_0,1.1864958102786014,0.23538402203332714,0.8707491270164238,0.5123249733634854,0.9362985543567215,1.000761646711185,0.1981584429951015,0.617756160356946,0.4396033440499104,1.1157695344451946,0.7529977126462719,0.246924708966268,1.3100911949295109,0.5622581418308364,1.1954153006806592,0.07294266409364857,0.5697648169548336,1.324720812741261,0.3977208672933593,0.9860347207678994
gene_1,0.823549760503506,0.7864649433907307,0.2427503865109924,0.9576029192175664,0.5016721716873103,1.3175112326916816,1.1036008378792825,2.3671964092228928,1.9234620449342674,1.1272731708429777,1.1015050817228347,0.2782127578309327,0.5976224984528827,0.15236934114723694,1.3220092777644106,1.0728153806673189,1.1783633359138006,0.23556364149550307,0.22498680682125005,0.7488817952249814
