,cell_0_2,cell_1_2,cell_2_2,cell_3_2,cell_4_2,cell_5_2,cell_6_2,cell_7_2,cell_8_2,cell_9_2
gene_0,12.825472103694246,8.338009195862423,14.282098128711795,15.712056799849199,9.484172501925507,13.633555459698165,12.466447136778365,11.40046147217388,8.95718257750651,11.041000331289643
