,cell_0_2,cell_1_2,cell_2_2,cell_3_2,cell_4_2,cell_5_2,cell_6_2,cell_7_2,cell_8_2,cell_9_2
gene_0,15.153680548435847,11.1091010987681,12.980226296524348,10.081002669178208,8.371498659078558,12.17264175292426,6.328217231464728,13.309682264245566,14.504199377953103,10.69634867401406
