,cell_0_5,cell_1_5,cell_2_5,cell_3_5,cell_4_5,cell_5_5,cell_6_5,cell_7_5,cell_8_5,cell_9_5,cell_10_5,cell_11_5,cell_12_5,cell_13_5,cell_14_5,cell_15_5,cell_16_5,cell_17_5,cell_18_5,cell_19_5,cell_20_5,cell_21_5,cell_22_5,cell_23_5,cell_24_5,cell_25_5,cell_26_5,cell_27_5,cell_28_5,cell_29_5,cell_30_5,cell_31_5,cell_32_5,cell_33_5,cell_34_5,cell_35_5,cell_36_5,cell_37_5,cell_38_5,cell_39_5,cell_40_5,cell_41_5,cell_42_5,cell_43_5,cell_44_5,cell_45_5,cell_46_5,cell_47_5,cell_48_5,cell_49_5,cell_50_5,cell_51_5,cell_52_5,cell_53_5,cell_54_5,cell_55_5,cell_56_5,cell_57_5,cell_58_5,cell_59_5,cell_60_5,cell_61_5,cell_62_5,cell_63_5,cell_64_5,cell_65_5,cell_66_5,cell_67_5,cell_68_5,cell_69_5,cell_70_5,cell_71_5,cell_72_5,cell_73_5,cell_74_5,cell_75_5,cell_76_5,cell_77_5,cell_78_5,cell_79_5,cell_80_5,cell_81_5,cell_82_5,cell_83_5,cell_84_5,cell_85_5,cell_86_5,cell_87_5,cell_88_5,cell_89_5,cell_90_5,cell_91_5,cell_92_5,cell_93_5,cell_94_5,cell_95_5,cell_96_5,cell_97_5,cell_98_5,cell_99_5
gene_0,16.39080992941652,12.719542352248059,39.07215874698274,11.305127481342314,46.373620194959784,36.25295859400306,13.074982255630092,51.97372413024326,47.02749205443128,18.61589382369739,48.495388751206306,51.006531758293704,41.37291305585686,60.59241086386651,10.92169728418924,57.65894288032206,42.61493409664796,56.78277723922455,45.58452216947185,40.3833332226336,19.659257231174394,13.143087409678092,7.16481230869996,6.4128121714198,47.63826600430619,51.33247931861183,47.50529720049347,47.4651674414503,22.08786188670229,38.5990089196582,38.39032824103208,37.52576139842448,52.20056714875335,9.055659464507183,57.24813013694198,57.22369964452053,9.073550353188992,13.972697658471587,9.260432219903564,48.61905777188401,45.462850330915686,47.23926870231123,46.77706370877193,33.35961540645393,22.822203459524133,32.881264481232684,44.783583614095065,29.873738026001117,51.62463476728302,14.854272221805852,10.609205150395118,21.37255192730477,42.457564041881795,44.657052978539994,44.782500305864836,52.3065501111239,13.43929369962337,53.01654084131809,45.76544852118821,35.79010715331901,46.19997182134809,4.815945891288597,39.01755432752471,41.81134079214907,40.73435333919118,46.29600835771501,47.424211369300224,8.575409144904265,49.053890974898074,38.78018670603145,41.26949694085974,66.92338008157542,10.309180541815413,46.548973764681854,33.71835670661428,36.77159199414863,40.448271703378296,39.95426032107827,38.90179827464721,37.40903027875637,49.26753275026615,10.98947083286198,37.958684721734464,38.983960959046584,41.80145221826674,50.17048705480869,11.605472580905188,18.650989092487706,46.38873385833098,40.44534506796978,10.841687365878752,12.586228120572951,17.657411480576545,13.025493224232285,12.684319223502866,43.18174550696778,57.83260819011292,39.23337250401083,5.180143698305383,41.94443351266515
