,cell_0_5,cell_1_5,cell_2_5,cell_3_5,cell_4_5,cell_5_5,cell_6_5,cell_7_5,cell_8_5,cell_9_5,cell_10_5,cell_11_5,cell_12_5,cell_13_5,cell_14_5,cell_15_5,cell_16_5,cell_17_5,cell_18_5,cell_19_5,cell_20_5,cell_21_5,cell_22_5,cell_23_5,cell_24_5,cell_25_5,cell_26_5,cell_27_5,cell_28_5,cell_29_5,cell_30_5,cell_31_5,cell_32_5,cell_33_5,cell_34_5,cell_35_5,cell_36_5,cell_37_5,cell_38_5,cell_39_5,cell_40_5,cell_41_5,cell_42_5,cell_43_5,cell_44_5,cell_45_5,cell_46_5,cell_47_5,cell_48_5,cell_49_5,cell_50_5,cell_51_5,cell_52_5,cell_53_5,cell_54_5,cell_55_5,cell_56_5,cell_57_5,cell_58_5,cell_59_5,cell_60_5,cell_61_5,cell_62_5,cell_63_5,cell_64_5,cell_65_5,cell_66_5,cell_67_5,cell_68_5,cell_69_5,cell_70_5,cell_71_5,cell_72_5,cell_73_5,cell_74_5,cell_75_5,cell_76_5,cell_77_5,cell_78_5,cell_79_5,cell_80_5,cell_81_5,cell_82_5,cell_83_5,cell_84_5,cell_85_5,cell_86_5,cell_87_5,cell_88_5,cell_89_5,cell_90_5,cell_91_5,cell_92_5,cell_93_5,cell_94_5,cell_95_5,cell_96_5,cell_97_5,cell_98_5,cell_99_5
gene_0,16.062931249448017,13.81762946880075,39.82116405284693,8.770847617595416,50.191643715474235,41.59394588695966,13.881995870474775,53.132969495632025,44.37378420310103,20.359993154853736,47.64977524666927,39.87354439371626,37.900696694024525,50.35840425163423,15.767056893054232,48.379943893604796,47.325453442623996,42.93404954456429,40.319753576517925,39.35353692867947,15.545303655979255,17.874070036736615,15.0980310571086,13.43930256029714,44.08030762013519,52.588486558630585,50.28706602278543,41.215180295316316,31.30928421344072,36.12116758694518,37.01594731381547,29.60119935709279,47.6464481301073,14.493943551082026,44.23421085493987,47.02353801132128,6.822448195490324,10.973016939913789,12.128105413496279,41.422780395910614,51.91549094868078,45.15353524732185,40.96255206860644,42.55979943162327,28.695030979633884,35.84955870041592,39.42815610017118,38.70815732395701,42.29415475695132,17.40949174915752,10.459056960572262,19.532593375016972,40.97768944814137,44.239228592108915,45.62025436723953,45.38350852123385,8.699576408254913,42.247733090743544,51.78407428677713,39.87014135116583,49.87152468382225,12.250014418247256,42.3701034010611,42.65845214076723,45.670720122888355,44.776821548331576,41.94289603518971,6.176702659977826,49.63831898359927,37.216629956668434,44.72509734180342,50.54981136888629,13.413414224981642,51.69773842055565,41.89446318999434,46.26660336699803,46.368833491845834,42.21958657842071,40.117768492697955,38.809882641719895,47.35170076890579,11.632967878382683,33.75826435338658,41.607569067755804,46.86782126008944,40.49544407703784,11.441481316733597,15.462695672048143,38.979435486624375,40.142479613309874,15.524631902236292,9.123524761673409,8.427191656881636,11.48871418083515,12.693560555831393,48.041280946013316,44.077476670401005,50.80844211622297,7.758660308046002,43.696686821943786
