,cell_0_5,cell_1_5,cell_2_5,cell_3_5,cell_4_5,cell_5_5,cell_6_5,cell_7_5,cell_8_5,cell_9_5
gene_0,10.263525600267634,9.571655671417252,11.579948854837923,21.104467569960978,9.564124101292926,7.8600427734317835,10.046157678142519,10.312878366227933,14.007756405601906,13.449027079645223
