,cell_0_5,cell_1_5,cell_2_5,cell_3_5,cell_4_5,cell_5_5,cell_6_5,cell_7_5,cell_8_5,cell_9_5
gene_0,12.280932683201947,9.193341561113137,13.420119755504182,18.802221477457937,7.466010401459199,12.088729098958906,11.969822864937088,10.461825366951969,17.30737242760892,10.61830950130493
