,cell_0_0,cell_1_0,cell_2_0,cell_3_0,cell_4_0,cell_5_0,cell_6_0,cell_7_0,cell_8_0,cell_9_0
gene_0,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191
