,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19
gene_0,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191,11.80201080612191
