,cell_0_0,cell_1_0,cell_2_0,cell_3_0,cell_4_0,cell_5_0,cell_6_0,cell_7_0,cell_8_0,cell_9_0,cell_10_0,cell_11_0,cell_12_0,cell_13_0,cell_14_0,cell_15_0,cell_16_0,cell_17_0,cell_18_0,cell_19_0,cell_20_0,cell_21_0,cell_22_0,cell_23_0,cell_24_0,cell_25_0,cell_26_0,cell_27_0,cell_28_0,cell_29_0,cell_30_0,cell_31_0,cell_32_0,cell_33_0,cell_34_0,cell_35_0,cell_36_0,cell_37_0,cell_38_0,cell_39_0,cell_40_0,cell_41_0,cell_42_0,cell_43_0,cell_44_0,cell_45_0,cell_46_0,cell_47_0,cell_48_0,cell_49_0
gene_0,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606,0.7494341170382606
gene_1,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505,0.35890619161456505
