,cell_0_2,cell_1_2,cell_2_2,cell_3_2,cell_4_2,cell_5_2,cell_6_2,cell_7_2,cell_8_2,cell_9_2,cell_10_2,cell_11_2,cell_12_2,cell_13_2,cell_14_2,cell_15_2,cell_16_2,cell_17_2,cell_18_2,cell_19_2,cell_20_2,cell_21_2,cell_22_2,cell_23_2,cell_24_2,cell_25_2,cell_26_2,cell_27_2,cell_28_2,cell_29_2,cell_30_2,cell_31_2,cell_32_2,cell_33_2,cell_34_2,cell_35_2,cell_36_2,cell_37_2,cell_38_2,cell_39_2,cell_40_2,cell_41_2,cell_42_2,cell_43_2,cell_44_2,cell_45_2,cell_46_2,cell_47_2,cell_48_2,cell_49_2
gene_0,0.44997928211062554,1.1614555169652045,1.3081046669880751,1.2894948681803924,3.898204865879775,1.6549458610898873,0.5167301305002028,1.1699480254148555,0.6286483114063613,0.9356195880473136,1.7709297843414302,1.371317024889938,0.561921631724791,0.21941769135420264,0.4773072466310585,1.5335059072759236,1.3106356505968906,1.3669704515561525,1.964730611716163,0.6551308284214494,1.6845514985479877,0.483117882190519,2.4136572242418692,0.1018388648404994,0.39365994793139353,1.6241623092631206,0.8090379173129547,1.0242809898084728,0.3416064185977986,1.1412449023358855,2.4042602260075387,0.6464321727790452,0.8470119346491927,1.4200218151164008,0.029008518977227227,0.05757816385378328,0.6999764529527094,1.4956934877750085,0.18746633874862123,0.6208002513035067,0.4621587938092732,0.1524737264071343,0.029322664570187305,1.9581900221804007,0.3242859346357304,0.697831529337132,0.21413355329021938,0.4049686360377248,0.6296240731880862,1.436179079982842
gene_1,0.3219007766294689,1.201105251705177,0.6308556948748499,0.837445854804013,0.4034299114301422,0.6156432748928887,1.3111075696785774,0.4956833958912671,0.6763040773883734,0.5343394123505156,0.3585360367833247,2.0448801796704106,0.5627624882102029,1.0332987238797529,2.1011565942396735,0.11252702126562195,0.5293954925129429,0.10778390543915847,0.4707493764865084,0.7950856548043097,0.5116079387447346,0.9841406691598635,1.3751400285263882,1.0999371243169487,0.996329884582803,1.0868071489882392,0.5858666127307712,0.8937865258980329,0.549497776306281,1.4939462210052847,0.5247396140927525,0.12376664639079815,0.835675233509359,0.1353469953556637,0.456882738645632,0.19726423836058166,0.05051147606916037,0.4952239342043152,0.5137088735581326,1.2234205748323264,0.3010194684180566,0.6355167205364378,0.07813999040494071,0.9033132993440591,0.5755769809347036,0.5030810886573633,0.031136451816673405,0.7500975255041538,0.4987203185269717,2.0394650347902834
