,cell_0_4,cell_1_4,cell_2_4,cell_3_4,cell_4_4,cell_5_4,cell_6_4,cell_7_4,cell_8_4,cell_9_4
gene_0,13.113623041508523,8.357787561979173,12.914881276167439,17.963995865613946,12.5876115936119,9.764528428278986,11.209190721533039,10.381467868400854,15.769655889548005,10.195508911391888
