,cell_0_4,cell_1_4,cell_2_4,cell_3_4,cell_4_4,cell_5_4,cell_6_4,cell_7_4,cell_8_4,cell_9_4
gene_0,6.567593123633479,4.927910114170012,16.270220084398133,15.287572624220216,9.622681591004037,17.3802230992538,9.376738468932146,10.429132574867362,15.153218895697249,11.527047786348213
